15,20.2391,1766229929
21,20.2391,1766229929
37,20.2391,1766229929
15,20.1817,1766229930
15,20.2305,1766229931
37,20.1817,1766229931
15,20.4354,1766229932
21,20.1817,1766229932
15,20.6204,1766229933
37,20.2305,1766229933
15,20.4631,1766229934
15,20.4465,1766229935
21,20.2305,1766229935
37,20.4354,1766229935
15,20.3550,1766229936
15,20.3971,1766229937
37,20.6204,1766229937
21,20.4354,1766229938
15,20.5573,1766229938
15,20.7839,1766229939
37,20.4631,1766229939
15,20.7609,1766229940
21,20.6204,1766229941
15,20.9604,1766229941
37,20.4465,1766229941
15,20.7387,1766229942
15,20.8801,1766229943
37,20.3550,1766229943
21,20.4631,1766229944
15,21.0821,1766229944
37,20.3971,1766229945
15,21.2982,1766229945
15,21.3876,1766229946
21,20.4465,1766229947
37,20.5573,1766229947
15,21.3409,1766229947
15,21.1363,1766229948
37,20.7839,1766229949
15,21.3601,1766229949
21,20.3550,1766229950
15,21.5424,1766229950
37,20.7609,1766229951
15,21.6822,1766229951
15,21.6439,1766229952
21,20.3971,1766229953
37,20.9604,1766229953
15,21.8531,1766229953
15,21.8249,1766229954
37,20.7387,1766229955
15,21.9900,1766229955
21,20.5573,1766229956
15,22.1280,1766229956
37,20.8801,1766229957
15,22.1826,1766229957
15,21.9412,1766229958
21,20.7839,1766229959
37,21.0821,1766229959
15,22.1267,1766229959
15,22.3458,1766229960
37,21.2982,1766229961
15,22.1278,1766229961
21,20.7609,1766229962
15,22.2376,1766229962
37,21.3876,1766229963
15,22.3429,1766229963
15,22.5587,1766229964
21,20.9604,1766229965
37,21.3409,1766229965
15,22.6425,1766229965
15,22.7296,1766229966
37,21.1363,1766229967
15,22.7250,1766229967
21,20.7387,1766229968
15,22.8691,1766229968
37,21.3601,1766229969
15,23.0603,1766229969
15,23.1108,1766229970
21,20.8801,1766229971
37,21.5424,1766229971
15,23.2297,1766229971
15,23.1494,1766229972
37,21.6822,1766229973
15,23.1696,1766229973
21,21.0821,1766229974
15,23.0253,1766229974
37,21.6439,1766229975
15,23.2242,1766229975
15,23.1302,1766229976
21,21.2982,1766229977
37,21.8531,1766229977
15,22.9306,1766229977
15,23.1276,1766229978
37,21.8249,1766229979
15,23.3053,1766229979
21,21.3876,1766229980
15,23.5312,1766229980
37,21.9900,1766229981
15,23.5985,1766229981
15,23.4600,1766229982
21,21.3409,1766229983
37,22.1280,1766229983
15,23.6307,1766229983
15,23.4072,1766229984
37,22.1826,1766229985
15,23.5657,1766229985
21,21.1363,1766229986
15,23.3984,1766229986
37,21.9412,1766229987
15,23.4226,1766229987
15,23.4551,1766229988
21,21.3601,1766229989
37,22.1267,1766229989
15,23.6265,1766229989
15,23.7765,1766229990
37,22.3458,1766229991
15,23.8045,1766229991
21,21.5424,1766229992
15,23.8007,1766229992
37,22.1278,1766229993
15,23.9022,1766229993
15,23.8092,1766229994
21,21.6822,1766229995
37,22.2376,1766229995
15,23.9618,1766229995
15,23.7157,1766229996
37,22.3429,1766229997
15,23.7244,1766229997
21,21.6439,1766229998
15,23.5108,1766229998
37,22.5587,1766229999
15,23.4580,1766229999
15,23.3129,1766230000
21,21.8531,1766230001
37,22.6425,1766230001
15,23.4558,1766230001
15,23.3996,1766230002
37,22.7296,1766230003
15,23.3956,1766230003
21,21.8249,1766230004
15,23.5209,1766230004
37,22.7250,1766230005
15,23.3973,1766230005
15,23.1645,1766230006
21,21.9900,1766230007
37,22.8691,1766230007
15,23.1351,1766230007
15,23.0121,1766230008
37,23.0603,1766230009
15,22.8473,1766230009
21,22.1280,1766230010
15,22.9267,1766230010
37,23.1108,1766230011
15,23.1027,1766230011
15,23.1547,1766230012
21,22.1826,1766230013
37,23.2297,1766230013
15,23.2680,1766230013
15,23.2592,1766230014
37,23.1494,1766230015
15,23.3060,1766230015
21,21.9412,1766230016
15,23.2677,1766230016
37,23.1696,1766230017
15,23.1748,1766230017
15,23.2030,1766230018
21,22.1267,1766230019
37,23.0253,1766230019
15,23.1810,1766230019
15,23.1755,1766230020
37,23.2242,1766230021
15,23.2579,1766230021
21,22.3458,1766230022
15,23.2600,1766230022
37,23.1302,1766230023
15,23.4827,1766230023
15,23.2801,1766230024
21,22.1278,1766230025
37,22.9306,1766230025
15,23.0805,1766230025
15,23.2851,1766230026
37,23.1276,1766230027
15,23.1429,1766230027
21,22.2376,1766230028
15,22.9392,1766230028
37,23.3053,1766230029
15,23.0485,1766230029
15,22.9532,1766230030
21,22.3429,1766230031
37,23.5312,1766230031
15,23.0903,1766230031
15,22.9559,1766230032
37,23.5985,1766230033
15,22.7129,1766230033
21,22.5587,1766230034
15,22.5116,1766230034
37,23.4600,1766230035
15,22.2620,1766230035
15,22.3108,1766230036
21,22.6425,1766230037
37,23.6307,1766230037
15,22.3958,1766230037
15,22.3328,1766230038
37,23.4072,1766230039
15,22.1215,1766230039
21,22.7296,1766230040
15,21.9655,1766230040
37,23.5657,1766230041
15,21.8054,1766230041
15,21.6226,1766230042
21,22.7250,1766230043
37,23.3984,1766230043
15,21.8698,1766230043
15,21.9034,1766230044
37,23.4226,1766230045
15,22.1148,1766230045
21,22.8691,1766230046
15,22.2613,1766230046
37,23.4551,1766230047
15,22.2086,1766230047
15,22.4579,1766230048
21,23.0603,1766230049
37,23.6265,1766230049
15,22.6538,1766230049
15,22.6040,1766230050
37,23.7765,1766230051
15,22.4389,1766230051
21,23.1108,1766230052
15,22.4386,1766230052
37,23.8045,1766230053
15,22.5264,1766230053
15,22.5059,1766230054
21,23.2297,1766230055
37,23.8007,1766230055
